ID_T,ID_D_N,ID_Fecha,Fecha,Dia Semana,Laboral Festivo,Dia Noche,Mes,Fase,Anillos diarios,Anillos acumulados,Longitud Tunel Acumulada,Metros tunel por dia,PK Tuneladora,Geologia,Notas,Produccion Diaria,Tipo,Tipo_Nivel_1,Scatter Excavacion,Scatter Montaje,Parada_Tipo_Desglose,Minutos,Impotancia Parada
338,129,65,30/08/2013,Viernes,Laboral,D,Agosto,Conversion,0,49,84.883,0,35157.565,IG,,NO,Parada ,Parada Planificada,,,Conversion a Main Drive,720,Turno Completo
339,130,65,30/08/2013,Viernes,Laboral,N,Agosto,Conversion,0,49,84.883,0,35157.565,IG,,NO,Parada ,Parada Planificada,,,Conversion a Main Drive,720,Turno Completo
340,131,66,31/08/2013,Sabado,FindeSemana,D,Agosto,Conversion,0,49,84.883,0,35157.565,IG,,NO,Parada ,Parada Planificada,,,Conversion a Main Drive,720,Turno Completo
341,132,66,31/08/2013,Sabado,FindeSemana,N,Agosto,Conversion,0,49,84.883,0,35157.565,IG,,NO,Parada ,Parada Planificada,,,Conversion a Main Drive,720,Turno Completo
342,133,67,1/9/2013,Domingo,FindeSemana,D,Septiembre,Conversion,0,49,84.883,0,35157.565,IG,,NO,Parada ,Parada Planificada,,,Conversion a Main Drive,720,Turno Completo
343,134,67,1/9/2013,Domingo,FindeSemana,N,Septiembre,Conversion,0,49,84.883,0,35157.565,IG,,NO,Parada ,Parada Planificada,,,Conversion a Main Drive,720,Turno Completo
344,135,68,2/9/2013,Lunes,Laboral,D,Septiembre,Conversion,0,49,84.883,0,35157.565,IG,,NO,Parada ,Parada Planificada,,,Conversion a Main Drive,720,Turno Completo
345,136,68,2/9/2013,Lunes,Laboral,N,Septiembre,Conversion,0,49,84.883,0,35157.565,IG,,NO,Parada ,Parada Planificada,,,Conversion a Main Drive,720,Turno Completo
346,137,69,3/9/2013,Martes,Laboral,D,Septiembre,Conversion,0,49,84.883,0,35157.565,IG,,NO,Parada ,Parada Planificada,,,Conversion a Main Drive,720,Turno Completo
347,138,69,3/9/2013,Martes,Laboral,N,Septiembre,Conversion,0,49,84.883,0,35157.565,IG,,NO,Parada ,Parada Planificada,,,Conversion a Main Drive,720,Turno Completo
348,139,70,4/9/2013,Miercoles,Laboral,D,Septiembre,Conversion,0,49,84.883,0,35157.565,IG,,NO,Parada ,Parada Planificada,,,Conversion a Main Drive,720,Turno Completo
349,140,70,4/9/2013,Miercoles,Laboral,N,Septiembre,Conversion,0,49,84.883,0,35157.565,IG,,NO,Parada ,Parada Planificada,,,Conversion a Main Drive,720,Turno Completo
350,141,71,5/9/2013,Jueves,Laboral,D,Septiembre,Conversion,0,49,84.883,0,35157.565,IG,,NO,Parada ,Parada Planificada,,,Conversion a Main Drive,720,Turno Completo
351,142,71,5/9/2013,Jueves,Laboral,N,Septiembre,Conversion,0,49,84.883,0,35157.565,IG,,NO,Parada ,Parada Planificada,,,Conversion a Main Drive,720,Turno Completo
352,143,72,6/9/2013,Viernes,Laboral,D,Septiembre,Main Drive,1,50,86.628,1.745,35159.31,IG,,SI,Parada ,Parada Planificada,,,Hora Comida,30,Leve
353,143,72,6/9/2013,Viernes,Laboral,D,Septiembre,Main Drive,1,50,86.628,1.745,35159.31,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,40,Leve
354,143,72,6/9/2013,Viernes,Laboral,D,Septiembre,Main Drive,1,50,86.628,1.745,35159.31,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Grasas,40,Leve
355,143,72,6/9/2013,Viernes,Laboral,D,Septiembre,Main Drive,1,50,86.628,1.745,35159.31,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,70,Moderada
356,143,72,6/9/2013,Viernes,Laboral,D,Septiembre,Main Drive,1,50,86.628,1.745,35159.31,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,120,Moderada
357,143,72,6/9/2013,Viernes,Laboral,D,Septiembre,Main Drive,1,50,86.628,1.745,35159.31,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,120,Moderada
358,143,72,6/9/2013,Viernes,Laboral,D,Septiembre,Main Drive,1,50,86.628,1.745,35159.31,IG,,SI,Producción,Excavación,Excavación,,Excavación,300,Larga
359,144,72,6/9/2013,Viernes,Laboral,N,Septiembre,Main Drive,1,50,86.628,1.745,35159.31,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,160,Moderada
360,144,72,6/9/2013,Viernes,Laboral,N,Septiembre,Main Drive,1,50,86.628,1.745,35159.31,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,210,Larga
361,144,72,6/9/2013,Viernes,Laboral,N,Septiembre,Main Drive,1,50,86.628,1.745,35159.31,IG,,SI,Producción,Excavación,Excavación,,Excavación,350,Larga
362,145,73,7/9/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,1,51,87.644,1.016,35160.326,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,60,Leve
363,145,73,7/9/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,1,51,87.644,1.016,35160.326,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,60,Leve
364,145,73,7/9/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,1,51,87.644,1.016,35160.326,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,120,Moderada
365,145,73,7/9/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,1,51,87.644,1.016,35160.326,IG,,SI,Producción,Excavación,Excavación,,Excavación,240,Larga
366,145,73,7/9/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,1,51,87.644,1.016,35160.326,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,240,Larga
367,146,73,7/9/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,1,51,87.644,1.016,35160.326,IG,,SI,Parada ,Parada Planificada,,,Hora Comida,30,Leve
368,146,73,7/9/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,1,51,87.644,1.016,35160.326,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,80,Moderada
369,146,73,7/9/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,1,51,87.644,1.016,35160.326,IG,,SI,Parada ,Parada Planificada,,,Limpieza General,610,Muy Larga
370,147,74,8/9/2013,Domingo,FindeSemana,D,Septiembre,Main Drive,0,51,87.644,0,35160.326,IG,,NO,Parada ,Parada Planificada,,,Cambio de turno,720,Turno Completo
371,148,74,8/9/2013,Domingo,FindeSemana,N,Septiembre,Main Drive,0,51,87.644,0,35160.326,IG,,NO,Parada ,Parada Planificada,,,Cambio de turno,720,Turno Completo
372,149,75,9/9/2013,Lunes,Laboral,D,Septiembre,Main Drive,0,51,87.644,0,35160.326,IG,,NO,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Grasas,60,Leve
373,149,75,9/9/2013,Lunes,Laboral,D,Septiembre,Main Drive,0,51,87.644,0,35160.326,IG,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,200,Larga
374,149,75,9/9/2013,Lunes,Laboral,D,Septiembre,Main Drive,0,51,87.644,0,35160.326,IG,,NO,Parada ,Parada Planificada,,,Cambio de turno,460,Muy Larga
375,150,75,9/9/2013,Lunes,Laboral,N,Septiembre,Main Drive,0,51,87.644,0,35160.326,IG,,NO,Parada ,Parada Planificada,,,Limpieza General,60,Leve
376,150,75,9/9/2013,Lunes,Laboral,N,Septiembre,Main Drive,0,51,87.644,0,35160.326,IG,,NO,Parada ,Parada Planificada,,,Intervencion Hiperbarica,660,Muy Larga
377,151,76,10/9/2013,Martes,Laboral,D,Septiembre,Main Drive,0,51,88.646,1.002,35161.328,IG,,SI,Parada ,Parada Planificada,,,Intervencion Hiperbarica,340,Larga
378,151,76,10/9/2013,Martes,Laboral,D,Septiembre,Main Drive,0,51,88.646,1.002,35161.328,IG,,SI,Parada ,Parada Planificada,,,Limpieza General,380,Muy Larga
379,152,76,10/9/2013,Martes,Laboral,N,Septiembre,Main Drive,0,51,88.646,1.002,35161.328,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,60,Leve
380,152,76,10/9/2013,Martes,Laboral,N,Septiembre,Main Drive,0,51,88.646,1.002,35161.328,IG,,SI,Producción,Excavación,Excavación,,Excavación,70,Moderada
381,152,76,10/9/2013,Martes,Laboral,N,Septiembre,Main Drive,0,51,88.646,1.002,35161.328,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,80,Moderada
382,152,76,10/9/2013,Martes,Laboral,N,Septiembre,Main Drive,0,51,88.646,1.002,35161.328,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema PLC,120,Moderada
383,152,76,10/9/2013,Martes,Laboral,N,Septiembre,Main Drive,0,51,88.646,1.002,35161.328,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Erector,180,Moderada
384,152,76,10/9/2013,Martes,Laboral,N,Septiembre,Main Drive,0,51,88.646,1.002,35161.328,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Grasas,210,Larga
385,153,77,11/9/2013,Miercoles,Laboral,D,Septiembre,Main Drive,2,53,91.098,2.452,35163.78,IG,,SI,Producción,Excavación,Excavación,,Excavación,60,Leve
386,153,77,11/9/2013,Miercoles,Laboral,D,Septiembre,Main Drive,2,53,91.098,2.452,35163.78,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,100,Moderada
387,153,77,11/9/2013,Miercoles,Laboral,D,Septiembre,Main Drive,2,53,91.098,2.452,35163.78,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,100,Moderada
388,153,77,11/9/2013,Miercoles,Laboral,D,Septiembre,Main Drive,2,53,91.098,2.452,35163.78,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,100,Moderada
389,153,77,11/9/2013,Miercoles,Laboral,D,Septiembre,Main Drive,2,53,91.098,2.452,35163.78,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,130,Moderada
390,153,77,11/9/2013,Miercoles,Laboral,D,Septiembre,Main Drive,2,53,91.098,2.452,35163.78,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistemas BackUP,230,Larga
391,154,77,11/9/2013,Miercoles,Laboral,N,Septiembre,Main Drive,2,53,91.098,2.452,35163.78,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,30,Leve
392,154,77,11/9/2013,Miercoles,Laboral,N,Septiembre,Main Drive,2,53,91.098,2.452,35163.78,IG,,SI,Parada ,Parada No Planificada - Otros,,,Planta de Mortero,90,Moderada
393,154,77,11/9/2013,Miercoles,Laboral,N,Septiembre,Main Drive,2,53,91.098,2.452,35163.78,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Inyeccion Mortero Secundario,90,Moderada
394,154,77,11/9/2013,Miercoles,Laboral,N,Septiembre,Main Drive,2,53,91.098,2.452,35163.78,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,140,Moderada
395,154,77,11/9/2013,Miercoles,Laboral,N,Septiembre,Main Drive,2,53,91.098,2.452,35163.78,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,160,Moderada
396,154,77,11/9/2013,Miercoles,Laboral,N,Septiembre,Main Drive,2,53,91.098,2.452,35163.78,IG,,SI,Producción,Excavación,Excavación,,Excavación,210,Larga
397,155,78,12/9/2013,Jueves,Laboral,D,Septiembre,Main Drive,4,57,96.167,5.069,35168.849,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,30,Leve
398,155,78,12/9/2013,Jueves,Laboral,D,Septiembre,Main Drive,4,57,96.167,5.069,35168.849,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,150,Moderada
399,155,78,12/9/2013,Jueves,Laboral,D,Septiembre,Main Drive,4,57,96.167,5.069,35168.849,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,160,Moderada
400,155,78,12/9/2013,Jueves,Laboral,D,Septiembre,Main Drive,4,57,96.167,5.069,35168.849,IG,,SI,Producción,Excavación,Excavación,,Excavación,380,Muy Larga
401,156,78,12/9/2013,Jueves,Laboral,N,Septiembre,Main Drive,4,57,96.167,5.069,35168.849,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Erector,20,Leve
402,156,78,12/9/2013,Jueves,Laboral,N,Septiembre,Main Drive,4,57,96.167,5.069,35168.849,IG,,SI,Parada ,Parada No Planificada - Otros,,,Planta de Mortero,90,Moderada
403,156,78,12/9/2013,Jueves,Laboral,N,Septiembre,Main Drive,4,57,96.167,5.069,35168.849,IG,,SI,Producción,Excavación,Excavación,,Excavación,130,Moderada
404,156,78,12/9/2013,Jueves,Laboral,N,Septiembre,Main Drive,4,57,96.167,5.069,35168.849,IG,,SI,Parada ,Parada Planificada,,,Limpieza General,140,Moderada
405,156,78,12/9/2013,Jueves,Laboral,N,Septiembre,Main Drive,4,57,96.167,5.069,35168.849,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,170,Moderada
406,156,78,12/9/2013,Jueves,Laboral,N,Septiembre,Main Drive,4,57,96.167,5.069,35168.849,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Electrico,170,Moderada
407,157,79,13/09/2013,Viernes,Laboral,D,Septiembre,Main Drive,3,60,101.067,4.9,35173.749,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,20,Leve
408,157,79,13/09/2013,Viernes,Laboral,D,Septiembre,Main Drive,3,60,101.067,4.9,35173.749,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,60,Leve
409,157,79,13/09/2013,Viernes,Laboral,D,Septiembre,Main Drive,3,60,101.067,4.9,35173.749,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,230,Larga
410,157,79,13/09/2013,Viernes,Laboral,D,Septiembre,Main Drive,3,60,101.067,4.9,35173.749,IG,,SI,Producción,Excavación,Excavación,,Excavación,410,Muy Larga
411,158,79,13/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,3,60,101.067,4.9,35173.749,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema PLC,10,Leve
412,158,79,13/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,3,60,101.067,4.9,35173.749,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Acondicionamiento,50,Leve
413,158,79,13/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,3,60,101.067,4.9,35173.749,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,60,Leve
414,158,79,13/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,3,60,101.067,4.9,35173.749,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Grua Portico,90,Moderada
415,158,79,13/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,3,60,101.067,4.9,35173.749,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,170,Moderada
416,158,79,13/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,3,60,101.067,4.9,35173.749,IG,,SI,Producción,Excavación,Excavación,,Excavación,340,Larga
417,159,80,14/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,3,63,104.607,3.54,35177.289,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,40,Leve
418,159,80,14/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,3,63,104.607,3.54,35177.289,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,70,Moderada
419,159,80,14/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,3,63,104.607,3.54,35177.289,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Mortero,100,Moderada
420,159,80,14/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,3,63,104.607,3.54,35177.289,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Erector,170,Moderada
421,159,80,14/09/2013,Sabado,FindeSemana,D,Septiembre,Main Drive,3,63,104.607,3.54,35177.289,IG,,SI,Producción,Excavación,Excavación,,Excavación,340,Larga
422,160,80,14/09/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,3,63,104.607,3.54,35177.289,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,30,Leve
423,160,80,14/09/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,3,63,104.607,3.54,35177.289,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,90,Moderada
424,160,80,14/09/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,3,63,104.607,3.54,35177.289,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,210,Larga
425,160,80,14/09/2013,Sabado,FindeSemana,N,Septiembre,Main Drive,3,63,104.607,3.54,35177.289,IG,,SI,Producción,Excavación,Excavación,,Excavación,390,Muy Larga
426,161,81,15/09/2013,Domingo,FindeSemana,D,Septiembre,Main Drive,1,64,105.997,1.39,35178.679,IG,,SI,Producción,Excavación,Excavación,,Excavación,270,Larga
427,161,81,15/09/2013,Domingo,FindeSemana,D,Septiembre,Main Drive,1,64,105.997,1.39,35178.679,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,450,Muy Larga
428,162,81,15/09/2013,Domingo,FindeSemana,N,Septiembre,Main Drive,1,64,105.997,1.39,35178.679,IG,,SI,Parada ,Parada No Planificada - Otros,,,Planta de Mortero,20,Leve
429,162,81,15/09/2013,Domingo,FindeSemana,N,Septiembre,Main Drive,1,64,105.997,1.39,35178.679,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Grasas,20,Leve
430,162,81,15/09/2013,Domingo,FindeSemana,N,Septiembre,Main Drive,1,64,105.997,1.39,35178.679,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,50,Leve
431,162,81,15/09/2013,Domingo,FindeSemana,N,Septiembre,Main Drive,1,64,105.997,1.39,35178.679,IG,,SI,Producción,Excavación,Excavación,,Excavación,120,Moderada
432,162,81,15/09/2013,Domingo,FindeSemana,N,Septiembre,Main Drive,1,64,105.997,1.39,35178.679,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,510,Muy Larga
433,163,82,16/09/2013,Lunes,Laboral,D,Septiembre,Main Drive,3,67,110.629,4.632,35183.311,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Grua Portico,50,Leve
434,163,82,16/09/2013,Lunes,Laboral,D,Septiembre,Main Drive,3,67,110.629,4.632,35183.311,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,160,Moderada
435,163,82,16/09/2013,Lunes,Laboral,D,Septiembre,Main Drive,3,67,110.629,4.632,35183.311,IG,,SI,Producción,Excavación,Excavación,,Excavación,510,Muy Larga
436,164,82,16/09/2013,Lunes,Laboral,N,Septiembre,Main Drive,3,67,110.629,4.632,35183.311,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,140,Moderada
437,164,82,16/09/2013,Lunes,Laboral,N,Septiembre,Main Drive,3,67,110.629,4.632,35183.311,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,250,Larga
438,164,82,16/09/2013,Lunes,Laboral,N,Septiembre,Main Drive,3,67,110.629,4.632,35183.311,IG,,SI,Producción,Excavación,Excavación,,Excavación,330,Larga
439,165,83,17/09/2013,Martes,Laboral,D,Septiembre,Main Drive,4,71,115.945,5.316,35188.627,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Topografia,20,Leve
440,165,83,17/09/2013,Martes,Laboral,D,Septiembre,Main Drive,4,71,115.945,5.316,35188.627,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,30,Leve
441,165,83,17/09/2013,Martes,Laboral,D,Septiembre,Main Drive,4,71,115.945,5.316,35188.627,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,30,Leve
442,165,83,17/09/2013,Martes,Laboral,D,Septiembre,Main Drive,4,71,115.945,5.316,35188.627,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,120,Moderada
443,165,83,17/09/2013,Martes,Laboral,D,Septiembre,Main Drive,4,71,115.945,5.316,35188.627,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,520,Muy Larga
444,166,83,17/09/2013,Martes,Laboral,N,Septiembre,Main Drive,4,71,115.945,5.316,35188.627,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,10,Leve
445,166,83,17/09/2013,Martes,Laboral,N,Septiembre,Main Drive,4,71,115.945,5.316,35188.627,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,30,Leve
446,166,83,17/09/2013,Martes,Laboral,N,Septiembre,Main Drive,4,71,115.945,5.316,35188.627,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Grasas,30,Leve
447,166,83,17/09/2013,Martes,Laboral,N,Septiembre,Main Drive,4,71,115.945,5.316,35188.627,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,60,Leve
448,166,83,17/09/2013,Martes,Laboral,N,Septiembre,Main Drive,4,71,115.945,5.316,35188.627,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,180,Moderada
449,166,83,17/09/2013,Martes,Laboral,N,Septiembre,Main Drive,4,71,115.945,5.316,35188.627,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,410,Muy Larga
450,167,84,18/09/2013,Miercoles,Laboral,D,Septiembre,Main Drive,3,74,119.999,4.054,35192.681,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,60,Leve
451,167,84,18/09/2013,Miercoles,Laboral,D,Septiembre,Main Drive,3,74,119.999,4.054,35192.681,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,70,Moderada
452,167,84,18/09/2013,Miercoles,Laboral,D,Septiembre,Main Drive,3,74,119.999,4.054,35192.681,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,590,Muy Larga
453,168,84,18/09/2013,Miercoles,Laboral,N,Septiembre,Main Drive,3,74,119.999,4.054,35192.681,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Topografia,30,Leve
454,168,84,18/09/2013,Miercoles,Laboral,N,Septiembre,Main Drive,3,74,119.999,4.054,35192.681,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Limpieza General,30,Leve
455,168,84,18/09/2013,Miercoles,Laboral,N,Septiembre,Main Drive,3,74,119.999,4.054,35192.681,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,210,Larga
456,168,84,18/09/2013,Miercoles,Laboral,N,Septiembre,Main Drive,3,74,119.999,4.054,35192.681,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Erector,220,Larga
457,168,84,18/09/2013,Miercoles,Laboral,N,Septiembre,Main Drive,3,74,119.999,4.054,35192.681,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,230,Larga
458,169,85,19/09/2013,Jueves,Laboral,D,Septiembre,Main Drive,3,77,125.052,5.053,35197.734,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,20,Leve
459,169,85,19/09/2013,Jueves,Laboral,D,Septiembre,Main Drive,3,77,125.052,5.053,35197.734,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Grasas,30,Leve
460,169,85,19/09/2013,Jueves,Laboral,D,Septiembre,Main Drive,3,77,125.052,5.053,35197.734,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,120,Moderada
461,169,85,19/09/2013,Jueves,Laboral,D,Septiembre,Main Drive,3,77,125.052,5.053,35197.734,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,550,Muy Larga
462,170,85,19/09/2013,Jueves,Laboral,N,Septiembre,Main Drive,3,77,125.052,5.053,35197.734,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,40,Leve
463,170,85,19/09/2013,Jueves,Laboral,N,Septiembre,Main Drive,3,77,125.052,5.053,35197.734,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Topografia,50,Leve
464,170,85,19/09/2013,Jueves,Laboral,N,Septiembre,Main Drive,3,77,125.052,5.053,35197.734,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,140,Moderada
465,170,85,19/09/2013,Jueves,Laboral,N,Septiembre,Main Drive,3,77,125.052,5.053,35197.734,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Reinicio Produccion,140,Moderada
466,170,85,19/09/2013,Jueves,Laboral,N,Septiembre,Main Drive,3,77,125.052,5.053,35197.734,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,350,Larga
467,171,86,20/09/2013,Viernes,Laboral,D,Septiembre,Main Drive,3,80,128.736,3.684,35201.418,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Hora Comida,30,Leve
468,171,86,20/09/2013,Viernes,Laboral,D,Septiembre,Main Drive,3,80,128.736,3.684,35201.418,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,120,Moderada
469,171,86,20/09/2013,Viernes,Laboral,D,Septiembre,Main Drive,3,80,128.736,3.684,35201.418,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,150,Moderada
470,171,86,20/09/2013,Viernes,Laboral,D,Septiembre,Main Drive,3,80,128.736,3.684,35201.418,S (III) S(IV),,SI,Producción,Excavación,Excavación,,Excavación,420,Muy Larga
471,172,86,20/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,3,80,128.736,3.684,35201.418,S (III) S(IV),,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,30,Leve
472,172,86,20/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,3,80,128.736,3.684,35201.418,S (III) S(IV),,SI,Parada ,Parada Planificada,,,Topografia,40,Leve
473,172,86,20/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,3,80,128.736,3.684,35201.418,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,50,Leve
474,172,86,20/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,3,80,128.736,3.684,35201.418,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Erector,60,Leve
475,172,86,20/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,3,80,128.736,3.684,35201.418,S (III) S(IV),,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistemas BackUP,70,Moderada
476,172,86,20/09/2013,Viernes,Laboral,N,Septiembre,Main Drive,3,80,128.736,3.684,35201.418,S (III) S(IV),,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,140,Moderada
