ID_T,ID_D_N,ID_Fecha,Fecha,Dia Semana,Laboral Festivo,Dia Noche,Mes,Fase,Anillos diarios,Anillos acumulados,Longitud Tunel Acumulada,Metros tunel por dia,PK Tuneladora,Geologia,Notas,Produccion Diaria,Tipo,Tipo_Nivel_1,Scatter Excavacion,Scatter Montaje,Parada_Tipo_Desglose,Minutos,Impotancia Parada
145,44,22,18/07/2013,Jueves,Laboral,N,Julio,Initial Drive,2,19,44.285,3.577,35116.967,IG,,SI,Parada ,Parada Planificada,,,Extension servicios TBM,150,Moderada
146,44,22,18/07/2013,Jueves,Laboral,N,Julio,Initial Drive,2,19,44.285,3.577,35116.967,IG,,SI,Producción,Excavación,Excavación,,Excavación,320,Larga
147,45,23,19/07/2013,Viernes,Laboral,D,Julio,Initial Drive,2,21,47.053,2.768,35119.735,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,50,Leve
148,45,23,19/07/2013,Viernes,Laboral,D,Julio,Initial Drive,2,21,47.053,2.768,35119.735,IG,,SI,Parada ,Parada Planificada,,,Topografia,60,Leve
149,45,23,19/07/2013,Viernes,Laboral,D,Julio,Initial Drive,2,21,47.053,2.768,35119.735,IG,,SI,Producción,Excavación,Excavación,,Excavación,280,Larga
150,45,23,19/07/2013,Viernes,Laboral,D,Julio,Initial Drive,2,21,47.053,2.768,35119.735,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,330,Larga
151,46,23,19/07/2013,Viernes,Laboral,N,Julio,Initial Drive,2,21,47.053,2.768,35119.735,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,40,Leve
152,46,23,19/07/2013,Viernes,Laboral,N,Julio,Initial Drive,2,21,47.053,2.768,35119.735,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,80,Moderada
153,46,23,19/07/2013,Viernes,Laboral,N,Julio,Initial Drive,2,21,47.053,2.768,35119.735,IG,,SI,Producción,Excavación,Excavación,,Excavación,270,Larga
154,46,23,19/07/2013,Viernes,Laboral,N,Julio,Initial Drive,2,21,47.053,2.768,35119.735,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Erector,330,Larga
155,47,24,20/07/2013,Sabado,FindeSemana,D,Julio,Initial Drive,1,22,47.213,0.16,35119.895,IG,,SI,Parada ,Parada Planificada,,,Extension servicios TBM,720,Turno Completo
156,48,24,20/07/2013,Sabado,FindeSemana,N,Julio,Initial Drive,1,22,47.213,0.16,35119.895,IG,,SI,Producción,Excavación,Excavación,,Excavación,40,Leve
157,48,24,20/07/2013,Sabado,FindeSemana,N,Julio,Initial Drive,1,22,47.213,0.16,35119.895,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,170,Moderada
158,48,24,20/07/2013,Sabado,FindeSemana,N,Julio,Initial Drive,1,22,47.213,0.16,35119.895,IG,,SI,Parada ,Parada Planificada,,,Extension servicios TBM,180,Moderada
159,48,24,20/07/2013,Sabado,FindeSemana,N,Julio,Initial Drive,1,22,47.213,0.16,35119.895,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Erector,330,Larga
160,49,25,21/07/2013,Domingo,FindeSemana,D,Julio,Initial Drive,0,22,47.213,0,35119.895,IG,,NO,Parada ,Parada Planificada,,,Cambio de turno,720,Turno Completo
161,50,25,21/07/2013,Domingo,FindeSemana,N,Julio,Initial Drive,0,22,47.213,0,35119.895,IG,,NO,Parada ,Parada Planificada,,,Cambio de turno,720,Turno Completo
162,51,26,22/07/2013,Lunes,Laboral,D,Julio,Initial Drive,3,25,51.266,4.053,35123.948,IG,,SI,Parada ,Parada Planificada,,,Topografia,30,Leve
163,51,26,22/07/2013,Lunes,Laboral,D,Julio,Initial Drive,3,25,51.266,4.053,35123.948,IG,,SI,Parada ,Parada Planificada,,,Reinicio Produccion,70,Moderada
164,51,26,22/07/2013,Lunes,Laboral,D,Julio,Initial Drive,3,25,51.266,4.053,35123.948,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,70,Moderada
165,51,26,22/07/2013,Lunes,Laboral,D,Julio,Initial Drive,3,25,51.266,4.053,35123.948,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,110,Moderada
166,51,26,22/07/2013,Lunes,Laboral,D,Julio,Initial Drive,3,25,51.266,4.053,35123.948,IG,,SI,Parada ,Parada No Planificada - Otros,,,Planta de Mortero,130,Moderada
167,51,26,22/07/2013,Lunes,Laboral,D,Julio,Initial Drive,3,25,51.266,4.053,35123.948,IG,,SI,Producción,Excavación,Excavación,,Excavación,310,Larga
168,52,26,22/07/2013,Lunes,Laboral,N,Julio,Initial Drive,3,25,51.266,4.053,35123.948,IG,,SI,Parada ,Parada Planificada,,,Topografia,30,Leve
169,52,26,22/07/2013,Lunes,Laboral,N,Julio,Initial Drive,3,25,51.266,4.053,35123.948,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Dovelas,70,Moderada
170,52,26,22/07/2013,Lunes,Laboral,N,Julio,Initial Drive,3,25,51.266,4.053,35123.948,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,110,Moderada
171,52,26,22/07/2013,Lunes,Laboral,N,Julio,Initial Drive,3,25,51.266,4.053,35123.948,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,230,Larga
172,52,26,22/07/2013,Lunes,Laboral,N,Julio,Initial Drive,3,25,51.266,4.053,35123.948,IG,,SI,Producción,Excavación,Excavación,,Excavación,280,Larga
173,53,27,23/07/2013,Martes,Laboral,D,Julio,Initial Drive,2,27,55.435,4.169,35128.117,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,30,Leve
174,53,27,23/07/2013,Martes,Laboral,D,Julio,Initial Drive,2,27,55.435,4.169,35128.117,IG,,SI,Parada ,Parada Planificada,,,Hora Comida,50,Leve
175,53,27,23/07/2013,Martes,Laboral,D,Julio,Initial Drive,2,27,55.435,4.169,35128.117,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,90,Moderada
176,53,27,23/07/2013,Martes,Laboral,D,Julio,Initial Drive,2,27,55.435,4.169,35128.117,IG,,SI,Parada ,Parada Planificada,,,Topografia,90,Moderada
177,53,27,23/07/2013,Martes,Laboral,D,Julio,Initial Drive,2,27,55.435,4.169,35128.117,IG,,SI,Producción,Excavación,Excavación,,Excavación,230,Larga
178,53,27,23/07/2013,Martes,Laboral,D,Julio,Initial Drive,2,27,55.435,4.169,35128.117,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema PLC,230,Larga
179,54,27,23/07/2013,Martes,Laboral,N,Julio,Initial Drive,2,27,55.435,4.169,35128.117,IG,,SI,Parada ,Parada Planificada,,,Topografia,10,Leve
180,54,27,23/07/2013,Martes,Laboral,N,Julio,Initial Drive,2,27,55.435,4.169,35128.117,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,20,Leve
181,54,27,23/07/2013,Martes,Laboral,N,Julio,Initial Drive,2,27,55.435,4.169,35128.117,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema PLC,150,Moderada
182,54,27,23/07/2013,Martes,Laboral,N,Julio,Initial Drive,2,27,55.435,4.169,35128.117,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,180,Moderada
183,54,27,23/07/2013,Martes,Laboral,N,Julio,Initial Drive,2,27,55.435,4.169,35128.117,IG,,SI,Producción,Excavación,Excavación,,Excavación,360,Muy Larga
184,55,28,24/07/2013,Miercoles,Laboral,D,Julio,Initial Drive,3,30,59.68,4.245,35132.362,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Grua Portico,40,Leve
185,55,28,24/07/2013,Miercoles,Laboral,D,Julio,Initial Drive,3,30,59.68,4.245,35132.362,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Grasas,60,Leve
186,55,28,24/07/2013,Miercoles,Laboral,D,Julio,Initial Drive,3,30,59.68,4.245,35132.362,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,80,Moderada
187,55,28,24/07/2013,Miercoles,Laboral,D,Julio,Initial Drive,3,30,59.68,4.245,35132.362,IG,,SI,Parada ,Parada Planificada,,,Topografia,130,Moderada
188,55,28,24/07/2013,Miercoles,Laboral,D,Julio,Initial Drive,3,30,59.68,4.245,35132.362,IG,,SI,Producción,Excavación,Excavación,,Excavación,200,Larga
189,55,28,24/07/2013,Miercoles,Laboral,D,Julio,Initial Drive,3,30,59.68,4.245,35132.362,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,210,Larga
190,56,28,24/07/2013,Miercoles,Laboral,N,Julio,Initial Drive,3,30,59.68,4.245,35132.362,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,90,Moderada
191,56,28,24/07/2013,Miercoles,Laboral,N,Julio,Initial Drive,3,30,59.68,4.245,35132.362,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,120,Moderada
192,56,28,24/07/2013,Miercoles,Laboral,N,Julio,Initial Drive,3,30,59.68,4.245,35132.362,IG,,SI,Producción,Excavación,Excavación,,Excavación,510,Muy Larga
193,57,29,25/07/2013,Jueves,Laboral,D,Julio,Initial Drive,1,31,59.68,0,35132.362,IG,,NO,Parada ,Parada Planificada,,,Hora Comida,60,Leve
194,57,29,25/07/2013,Jueves,Laboral,D,Julio,Initial Drive,1,31,59.68,0,35132.362,IG,,NO,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,250,Larga
195,57,29,25/07/2013,Jueves,Laboral,D,Julio,Initial Drive,1,31,59.68,0,35132.362,IG,,NO,Parada ,Parada Planificada,,,Segunda Estructura de Reaccion,410,Muy Larga
196,58,29,25/07/2013,Jueves,Laboral,N,Julio,Initial Drive,1,31,59.68,0,35132.362,IG,,NO,Parada ,Parada Planificada,,,Hora Comida,60,Leve
197,58,29,25/07/2013,Jueves,Laboral,N,Julio,Initial Drive,1,31,59.68,0,35132.362,IG,,NO,Parada ,Parada Planificada,,,Segunda Estructura de Reaccion,300,Larga
198,58,29,25/07/2013,Jueves,Laboral,N,Julio,Initial Drive,1,31,59.68,0,35132.362,IG,,NO,Parada ,Parada Planificada,,,Extension servicios TBM,360,Muy Larga
199,59,30,26/07/2013,Viernes,Laboral,D,Julio,Initial Drive,1,32,61.547,1.867,35134.229,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,30,Leve
200,59,30,26/07/2013,Viernes,Laboral,D,Julio,Initial Drive,1,32,61.547,1.867,35134.229,IG,,SI,Parada ,Parada Planificada,,,Topografia,120,Moderada
201,59,30,26/07/2013,Viernes,Laboral,D,Julio,Initial Drive,1,32,61.547,1.867,35134.229,IG,,SI,Producción,Excavación,Excavación,,Excavación,240,Larga
202,59,30,26/07/2013,Viernes,Laboral,D,Julio,Initial Drive,1,32,61.547,1.867,35134.229,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Erector,330,Larga
203,60,30,26/07/2013,Viernes,Laboral,N,Julio,Initial Drive,1,32,61.547,1.867,35134.229,IG,,SI,Parada ,Parada Planificada,,,Topografia,60,Leve
204,60,30,26/07/2013,Viernes,Laboral,N,Julio,Initial Drive,1,32,61.547,1.867,35134.229,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,90,Moderada
205,60,30,26/07/2013,Viernes,Laboral,N,Julio,Initial Drive,1,32,61.547,1.867,35134.229,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Erector,120,Moderada
206,60,30,26/07/2013,Viernes,Laboral,N,Julio,Initial Drive,1,32,61.547,1.867,35134.229,IG,,SI,Producción,Excavación,Excavación,,Excavación,450,Muy Larga
207,61,31,27/07/2013,Sabado,FindeSemana,D,Julio,Initial Drive,1,33,62.96,1.413,35135.642,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistemas BackUP,30,Leve
208,61,31,27/07/2013,Sabado,FindeSemana,D,Julio,Initial Drive,1,33,62.96,1.413,35135.642,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,40,Leve
209,61,31,27/07/2013,Sabado,FindeSemana,D,Julio,Initial Drive,1,33,62.96,1.413,35135.642,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Grasas,40,Leve
210,61,31,27/07/2013,Sabado,FindeSemana,D,Julio,Initial Drive,1,33,62.96,1.413,35135.642,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,60,Leve
211,61,31,27/07/2013,Sabado,FindeSemana,D,Julio,Initial Drive,1,33,62.96,1.413,35135.642,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,80,Moderada
212,61,31,27/07/2013,Sabado,FindeSemana,D,Julio,Initial Drive,1,33,62.96,1.413,35135.642,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,230,Larga
213,61,31,27/07/2013,Sabado,FindeSemana,D,Julio,Initial Drive,1,33,62.96,1.413,35135.642,IG,,SI,Producción,Excavación,Excavación,,Excavación,240,Larga
214,62,31,27/07/2013,Sabado,FindeSemana,N,Julio,Initial Drive,1,33,62.96,1.413,35135.642,IG,,SI,Parada ,Parada Planificada,,,Topografia,30,Leve
215,62,31,27/07/2013,Sabado,FindeSemana,N,Julio,Initial Drive,1,33,62.96,1.413,35135.642,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Grasas,30,Leve
216,62,31,27/07/2013,Sabado,FindeSemana,N,Julio,Initial Drive,1,33,62.96,1.413,35135.642,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,90,Moderada
217,62,31,27/07/2013,Sabado,FindeSemana,N,Julio,Initial Drive,1,33,62.96,1.413,35135.642,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,120,Moderada
218,62,31,27/07/2013,Sabado,FindeSemana,N,Julio,Initial Drive,1,33,62.96,1.413,35135.642,IG,,SI,Producción,Excavación,Excavación,,Excavación,450,Muy Larga
219,63,32,28/07/2013,Domingo,FindeSemana,D,Julio,Initial Drive,0,33,63.212,0.252,35135.894,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Guiado,210,Larga
220,63,32,28/07/2013,Domingo,FindeSemana,D,Julio,Initial Drive,0,33,63.212,0.252,35135.894,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,510,Muy Larga
221,64,32,28/07/2013,Domingo,FindeSemana,N,Julio,Initial Drive,0,33,63.212,0.252,35135.894,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema PLC,30,Leve
222,64,32,28/07/2013,Domingo,FindeSemana,N,Julio,Initial Drive,0,33,63.212,0.252,35135.894,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,30,Leve
223,64,32,28/07/2013,Domingo,FindeSemana,N,Julio,Initial Drive,0,33,63.212,0.252,35135.894,IG,,SI,Producción,Excavación,Excavación,,Excavación,270,Larga
224,64,32,28/07/2013,Domingo,FindeSemana,N,Julio,Initial Drive,0,33,63.212,0.252,35135.894,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,390,Muy Larga
225,65,33,29/07/2013,Lunes,Laboral,D,Julio,Initial Drive,2,35,65.559,2.347,35138.241,IG,,SI,Parada ,Parada Planificada,,,Topografia,20,Leve
226,65,33,29/07/2013,Lunes,Laboral,D,Julio,Initial Drive,2,35,65.559,2.347,35138.241,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,30,Leve
227,65,33,29/07/2013,Lunes,Laboral,D,Julio,Initial Drive,2,35,65.559,2.347,35138.241,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Lubrificacion,60,Leve
228,65,33,29/07/2013,Lunes,Laboral,D,Julio,Initial Drive,2,35,65.559,2.347,35138.241,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Hidraulico,70,Moderada
229,65,33,29/07/2013,Lunes,Laboral,D,Julio,Initial Drive,2,35,65.559,2.347,35138.241,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,110,Moderada
230,65,33,29/07/2013,Lunes,Laboral,D,Julio,Initial Drive,2,35,65.559,2.347,35138.241,IG,,SI,Producción,Excavación,Excavación,,Excavación,430,Muy Larga
231,66,33,29/07/2013,Lunes,Laboral,N,Julio,Initial Drive,2,35,65.559,2.347,35138.241,IG,,SI,Parada ,Parada Planificada,,,Topografia,50,Leve
232,66,33,29/07/2013,Lunes,Laboral,N,Julio,Initial Drive,2,35,65.559,2.347,35138.241,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,60,Leve
233,66,33,29/07/2013,Lunes,Laboral,N,Julio,Initial Drive,2,35,65.559,2.347,35138.241,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,70,Moderada
234,66,33,29/07/2013,Lunes,Laboral,N,Julio,Initial Drive,2,35,65.559,2.347,35138.241,IG,,SI,Producción,Excavación,Excavación,,Excavación,540,Muy Larga
235,67,34,30/07/2013,Martes,Laboral,D,Julio,Initial Drive,2,37,69.193,3.634,35141.875,IG,,SI,Parada ,Parada Planificada,,,Topografia,40,Leve
236,67,34,30/07/2013,Martes,Laboral,D,Julio,Initial Drive,2,37,69.193,3.634,35141.875,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema PLC,70,Moderada
237,67,34,30/07/2013,Martes,Laboral,D,Julio,Initial Drive,2,37,69.193,3.634,35141.875,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Grasas,100,Moderada
238,67,34,30/07/2013,Martes,Laboral,D,Julio,Initial Drive,2,37,69.193,3.634,35141.875,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,140,Moderada
239,67,34,30/07/2013,Martes,Laboral,D,Julio,Initial Drive,2,37,69.193,3.634,35141.875,IG,,SI,Producción,Excavación,Excavación,,Excavación,370,Muy Larga
240,68,34,30/07/2013,Martes,Laboral,N,Julio,Initial Drive,2,37,69.193,3.634,35141.875,IG,,SI,Parada ,Parada Planificada,,,Topografia,50,Leve
241,68,34,30/07/2013,Martes,Laboral,N,Julio,Initial Drive,2,37,69.193,3.634,35141.875,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,70,Moderada
242,68,34,30/07/2013,Martes,Laboral,N,Julio,Initial Drive,2,37,69.193,3.634,35141.875,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,110,Moderada
243,68,34,30/07/2013,Martes,Laboral,N,Julio,Initial Drive,2,37,69.193,3.634,35141.875,IG,,SI,Producción,Excavación,Excavación,,Excavación,490,Muy Larga
244,69,35,31/07/2013,Miercoles,Laboral,D,Julio,Initial Drive,2,39,71.569,2.376,35144.251,IG,,SI,Parada ,Parada Planificada,,,Topografia,30,Leve
245,69,35,31/07/2013,Miercoles,Laboral,D,Julio,Initial Drive,2,39,71.569,2.376,35144.251,IG,,SI,Parada ,Parada Planificada,,,Hora Comida,30,Leve
246,69,35,31/07/2013,Miercoles,Laboral,D,Julio,Initial Drive,2,39,71.569,2.376,35144.251,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,170,Moderada
247,69,35,31/07/2013,Miercoles,Laboral,D,Julio,Initial Drive,2,39,71.569,2.376,35144.251,IG,,SI,Producción,Excavación,Excavación,,Excavación,490,Muy Larga
248,70,35,31/07/2013,Miercoles,Laboral,N,Julio,Initial Drive,2,39,71.569,2.376,35144.251,IG,,SI,Parada ,Parada Planificada,,,Topografia,50,Leve
249,70,35,31/07/2013,Miercoles,Laboral,N,Julio,Initial Drive,2,39,71.569,2.376,35144.251,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,80,Moderada
250,70,35,31/07/2013,Miercoles,Laboral,N,Julio,Initial Drive,2,39,71.569,2.376,35144.251,IG,,SI,Parada ,Parada Planificada,,,Limpieza General,220,Larga
251,70,35,31/07/2013,Miercoles,Laboral,N,Julio,Initial Drive,2,39,71.569,2.376,35144.251,IG,,SI,Producción,Excavación,Excavación,,Excavación,370,Muy Larga
252,71,36,1/8/2013,Jueves,Laboral,D,Agosto,Initial Drive,2,41,75.101,3.532,35147.783,IG,,SI,Parada ,Parada Planificada,,,Topografia,40,Leve
253,71,36,1/8/2013,Jueves,Laboral,D,Agosto,Initial Drive,2,41,75.101,3.532,35147.783,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema de Grasas,40,Leve
254,71,36,1/8/2013,Jueves,Laboral,D,Agosto,Initial Drive,2,41,75.101,3.532,35147.783,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Dovelas,40,Leve
255,71,36,1/8/2013,Jueves,Laboral,D,Agosto,Initial Drive,2,41,75.101,3.532,35147.783,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,90,Moderada
256,71,36,1/8/2013,Jueves,Laboral,D,Agosto,Initial Drive,2,41,75.101,3.532,35147.783,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,90,Moderada
257,71,36,1/8/2013,Jueves,Laboral,D,Agosto,Initial Drive,2,41,75.101,3.532,35147.783,IG,,SI,Parada ,Parada Planificada,,,Obstrucciones,100,Moderada
258,71,36,1/8/2013,Jueves,Laboral,D,Agosto,Initial Drive,2,41,75.101,3.532,35147.783,IG,,SI,Producción,Excavación,Excavación,,Excavación,320,Larga
259,72,36,1/8/2013,Jueves,Laboral,N,Agosto,Initial Drive,2,41,75.101,3.532,35147.783,IG,,SI,Parada ,Parada Planificada,,,Topografia,30,Leve
260,72,36,1/8/2013,Jueves,Laboral,N,Agosto,Initial Drive,2,41,75.101,3.532,35147.783,IG,,SI,Parada ,Parada No Planificada - Logistica,,,Limpieza Tuberias Mortero,40,Leve
261,72,36,1/8/2013,Jueves,Laboral,N,Agosto,Initial Drive,2,41,75.101,3.532,35147.783,IG,,SI,Parada ,Parada No Planificada - Paradas TBM,,,Sistema Tornillo Sinfín,70,Moderada
262,72,36,1/8/2013,Jueves,Laboral,N,Agosto,Initial Drive,2,41,75.101,3.532,35147.783,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,110,Moderada
263,72,36,1/8/2013,Jueves,Laboral,N,Agosto,Initial Drive,2,41,75.101,3.532,35147.783,IG,,SI,Producción,Excavación,Excavación,,Excavación,470,Muy Larga
264,73,37,2/8/2013,Viernes,Laboral,D,Agosto,Initial Drive,3,44,79.024,3.923,35151.706,IG,,SI,Parada ,Parada Planificada,,,Topografia,40,Leve
265,73,37,2/8/2013,Viernes,Laboral,D,Agosto,Initial Drive,3,44,79.024,3.923,35151.706,IG,,SI,Parada ,Parada Planificada,,,Limpieza General,130,Moderada
266,73,37,2/8/2013,Viernes,Laboral,D,Agosto,Initial Drive,3,44,79.024,3.923,35151.706,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,250,Larga
267,73,37,2/8/2013,Viernes,Laboral,D,Agosto,Initial Drive,3,44,79.024,3.923,35151.706,IG,,SI,Producción,Excavación,Excavación,,Excavación,300,Larga
268,74,37,2/8/2013,Viernes,Laboral,N,Agosto,Initial Drive,3,44,79.024,3.923,35151.706,IG,,SI,Parada ,Parada Planificada,,,Topografia,30,Leve
269,74,37,2/8/2013,Viernes,Laboral,N,Agosto,Initial Drive,3,44,79.024,3.923,35151.706,IG,,SI,Parada ,Parada Planificada,,,Extension servicios TBM,50,Leve
270,74,37,2/8/2013,Viernes,Laboral,N,Agosto,Initial Drive,3,44,79.024,3.923,35151.706,IG,,SI,Producción,Construccion Anillo,,Construccion Anillo,Construccion Anillo,150,Moderada
271,74,37,2/8/2013,Viernes,Laboral,N,Agosto,Initial Drive,3,44,79.024,3.923,35151.706,IG,,SI,Producción,Excavación,Excavación,,Excavación,490,Muy Larga
272,75,38,3/8/2013,Sabado,FindeSemana,D,Agosto,Initial Drive,3,47,83.033,4.009,35155.715,IG,,SI,Parada ,Parada Planificada,,,Limpieza General,30,Leve
273,75,38,3/8/2013,Sabado,FindeSemana,D,Agosto,Initial Drive,3,47,83.033,4.009,35155.715,IG,,SI,Parada ,Parada Planificada,,,Mantenimiento TBM,40,Leve
274,75,38,3/8/2013,Sabado,FindeSemana,D,Agosto,Initial Drive,3,47,83.033,4.009,35155.715,IG,,SI,Parada ,Parada Planificada,,,Topografia,40,Leve
275,75,38,3/8/2013,Sabado,FindeSemana,D,Agosto,Initial Drive,3,47,83.033,4.009,35155.715,IG,,SI,Parada ,Parada Planificada,,,Extension servicios TBM,60,Leve
